zone,packagetype,total_ships,total_cost,avg_weight_lbs,usps_ships,usps_pct,usps_cost,usps_avg,fedex_ships,fedex_pct,fedex_cost,fedex_avg,p2p_ships,p2p_pct,p2p_cost,p2p_avg,fedex_sp_ships,fedex_hd_ships
9,"CROSS PACKAGING 30X24""",32,176.66,6.15,1,3.1,12.09,12.09,0,0.0,0.0,,31,96.9,164.57,5.31,0,0
9,PIZZA BOX 12x8x1,26,112.58,0.76,18,69.2,74.84,4.16,0,0.0,0.0,,8,30.8,37.74,4.72,0,0
9,WRAP 16''x12'',26,129.0,1.39,2,7.7,11.75,5.88,0,0.0,0.0,,24,92.3,117.25,4.89,0,0
9,PIZZA BOX 16x12x2,21,104.1,2.51,0,0.0,0.0,,0,0.0,0.0,,21,100.0,104.1,4.96,0,0
9,PIZZA BOX 42x32x2,21,993.15,9.44,0,0.0,0.0,,21,100.0,993.15,47.29,0,0.0,0.0,,21,0
9,PIZZA BOX 30x20x3,19,106.91,5.94,0,0.0,0.0,,0,0.0,0.0,,19,100.0,106.91,5.63,0,0
9,PIZZA BOX 40x30x1,18,224.7,3.76,18,100.0,224.7,12.48,0,0.0,0.0,,0,0.0,0.0,,0,0
9,PIZZA BOX 42x32x2 (2x strapped),9,365.31,22.88,0,0.0,0.0,,0,0.0,0.0,,9,100.0,365.31,40.59,0,0
9,MUG BOX 16x12x8,9,47.79,3.64,0,0.0,0.0,,0,0.0,0.0,,9,100.0,47.79,5.31,0,0
9,PIZZA BOX 27x23x2,8,44.3,7.49,0,0.0,0.0,,0,0.0,0.0,,8,100.0,44.3,5.54,0,0
9,"",8,39.52,2.2,0,0.0,0.0,,0,0.0,0.0,,8,100.0,39.52,4.94,0,0
9,"21"" Tube",5,24.35,0.66,0,0.0,0.0,,0,0.0,0.0,,5,100.0,24.35,4.87,0,0
9,PIZZA BOX 42x32x2 (3x strapped),4,187.08,39.37,0,0.0,0.0,,0,0.0,0.0,,4,100.0,187.08,46.77,0,0
9,"26"" Tube",4,19.48,0.57,0,0.0,0.0,,0,0.0,0.0,,4,100.0,19.48,4.87,0,0
9,PIZZA BOX 24x20x2 (2x strapped),3,18.33,8.8,0,0.0,0.0,,0,0.0,0.0,,3,100.0,18.33,6.11,0,0
9,PIZZA BOX 40x30x2,3,94.01,6.16,2,66.7,47.14,23.57,1,33.3,46.87,46.87,0,0.0,0.0,,1,0
9,PIZZA BOX 30x20x3 (2x strapped),3,26.31,12.98,0,0.0,0.0,,0,0.0,0.0,,3,100.0,26.31,8.77,0,0
9,BOX 16x24x12,3,27.81,9.24,0,0.0,0.0,,0,0.0,0.0,,3,100.0,27.81,9.27,0,0
9,MUG BOX 5x5x5,3,14.04,0.9,2,66.7,9.34,4.67,0,0.0,0.0,,1,33.3,4.7,4.7,0,0
9,"POLY BAG 14,5x19",3,15.93,4.63,0,0.0,0.0,,0,0.0,0.0,,3,100.0,15.93,5.31,0,0
9,"CROSS PACKAGING 49X30""",2,131.85,17.48,0,0.0,0.0,,2,100.0,131.85,65.93,0,0.0,0.0,,2,0
9,PIZZA BOX 40x30x2 (2x strapped),2,128.09,16.46,0,0.0,0.0,,1,50.0,87.5,87.5,1,50.0,40.59,40.59,1,0
9,WRAP 36''x24'' [x2],2,19.6,5.56,0,0.0,0.0,,0,0.0,0.0,,2,100.0,19.6,9.8,0,0
9,MUG BOX 16x6x4,2,9.88,2.93,0,0.0,0.0,,0,0.0,0.0,,2,100.0,9.88,4.94,0,0
9,PIZZA BOX 36x24x2 (3x strapped),2,55.94,24.44,0,0.0,0.0,,0,0.0,0.0,,2,100.0,55.94,27.97,0,0
9,"CROSS PACKAGING 40X30""",2,29.9,12.09,2,100.0,29.9,14.95,0,0.0,0.0,,0,0.0,0.0,,0,0
9,MIXPIX BOX,1,4.87,1.41,0,0.0,0.0,,0,0.0,0.0,,1,100.0,4.87,4.87,0,0
9,PIZZA BOX 40x30x2 (3x strapped),1,46.74,36.6,0,0.0,0.0,,0,0.0,0.0,,1,100.0,46.74,46.74,0,0
9,MIXPIX BOX_(2),1,5.03,2.26,0,0.0,0.0,,0,0.0,0.0,,1,100.0,5.03,5.03,0,0
9,PIZZA BOX 36x24x2 (2x strapped),1,8.38,14.95,0,0.0,0.0,,0,0.0,0.0,,1,100.0,8.38,8.38,0,0
9,"CROSS PACKAGING 40X40""",1,61.17,15.87,0,0.0,0.0,,1,100.0,61.17,61.17,0,0.0,0.0,,1,0
9,Carpet Box 37x5x5,1,5.12,4.08,0,0.0,0.0,,0,0.0,0.0,,1,100.0,5.12,5.12,0,0
9,POLY BAG 12x15,1,4.94,0.62,0,0.0,0.0,,0,0.0,0.0,,1,100.0,4.94,4.94,0,0
9,BUBBLE MAILER 9x14,1,4.38,0.26,1,100.0,4.38,4.38,0,0.0,0.0,,0,0.0,0.0,,0,0
17,PIZZA BOX 20x16x1,24,191.87,1.16,24,100.0,191.87,7.99,0,0.0,0.0,,0,0.0,0.0,,0,0
17,PIZZA BOX 36x24x2,21,498.77,6.35,21,100.0,498.77,23.75,0,0.0,0.0,,0,0.0,0.0,,0,0
17,PIZZA BOX 42x32x2,15,703.11,9.16,0,0.0,0.0,,15,100.0,703.11,46.87,0,0.0,0.0,,15,0
17,PIZZA BOX 24x20x2,15,252.87,4.3,15,100.0,252.87,16.86,0,0.0,0.0,,0,0.0,0.0,,0,0
17,WRAP 24''x16'',13,194.29,2.62,13,100.0,194.29,14.95,0,0.0,0.0,,0,0.0,0.0,,0,0
17,PIZZA BOX 20x16x2,12,167.77,4.31,12,100.0,167.77,13.98,0,0.0,0.0,,0,0.0,0.0,,0,0
17,PIZZA BOX 12x8x1,11,72.23,0.93,11,100.0,72.23,6.57,0,0.0,0.0,,0,0.0,0.0,,0,0
17,PIZZA BOX 16x12x2,11,122.73,2.28,11,100.0,122.73,11.16,0,0.0,0.0,,0,0.0,0.0,,0,0
17,"CROSS PACKAGING 30X24""",9,168.07,5.43,9,100.0,168.07,18.67,0,0.0,0.0,,0,0.0,0.0,,0,0
17,PIZZA BOX 40x30x1,8,132.01,3.58,8,100.0,132.01,16.5,0,0.0,0.0,,0,0.0,0.0,,0,0
17,PIZZA BOX 48X36X1,6,309.64,6.01,0,0.0,0.0,,6,100.0,309.64,51.61,0,0.0,0.0,,6,0
17,BOX 16x24x12,6,381.1,9.71,0,0.0,0.0,,6,100.0,381.1,63.52,0,0.0,0.0,,6,0
17,PIZZA BOX 27x23x2,4,90.86,8.29,4,100.0,90.86,22.71,0,0.0,0.0,,0,0.0,0.0,,0,0
17,WRAP 16''x12'',4,36.9,1.16,4,100.0,36.9,9.22,0,0.0,0.0,,0,0.0,0.0,,0,0
17,PIZZA BOX 30x20x3,3,70.71,8.07,3,100.0,70.71,23.57,0,0.0,0.0,,0,0.0,0.0,,0,0
17,"21"" Tube",3,23.19,0.44,3,100.0,23.19,7.73,0,0.0,0.0,,0,0.0,0.0,,0,0
17,POLY BAG 9x12,3,16.5,0.73,3,100.0,16.5,5.5,0,0.0,0.0,,0,0.0,0.0,,0,0
17,"POLY BAG 14,5x19",2,27.92,4.06,2,100.0,27.92,13.96,0,0.0,0.0,,0,0.0,0.0,,0,0
17,MUG BOX 16x12x8,2,29.9,5.0,2,100.0,29.9,14.95,0,0.0,0.0,,0,0.0,0.0,,0,0
17,PIZZA BOX 30x20x3 (2x strapped),2,117.46,12.53,0,0.0,0.0,,2,100.0,117.46,58.73,0,0.0,0.0,,2,0
17,"CROSS PACKAGING 49X30""",2,146.24,20.06,0,0.0,0.0,,2,100.0,146.24,73.12,0,0.0,0.0,,2,0
17,MUG BOX 5x5x5,1,4.73,0.4,1,100.0,4.73,4.73,0,0.0,0.0,,0,0.0,0.0,,0,0
17,PIZZA BOX 40x30x2 (3x strapped),1,116.59,20.35,0,0.0,0.0,,1,100.0,116.59,116.59,0,0.0,0.0,,1,0
17,"26"" Tube",1,7.73,0.46,1,100.0,7.73,7.73,0,0.0,0.0,,0,0.0,0.0,,0,0
17,MIXPIX BOX,1,9.91,1.41,1,100.0,9.91,9.91,0,0.0,0.0,,0,0.0,0.0,,0,0
17,PIZZA BOX 42x32x2 (3x strapped),1,113.06,36.71,0,0.0,0.0,,1,100.0,113.06,113.06,0,0.0,0.0,,1,0
17,"",1,11.73,2.2,1,100.0,11.73,11.73,0,0.0,0.0,,0,0.0,0.0,,0,0
17,PIZZA BOX 42x32x2 (2x strapped),1,85.13,16.25,0,0.0,0.0,,1,100.0,85.13,85.13,0,0.0,0.0,,1,0
17,PIZZA BOX 27x23x2 (3x strapped),1,152.29,55.18,0,0.0,0.0,,1,100.0,152.29,152.29,0,0.0,0.0,,1,0
