zip_code,das_type_hd,das_type_sp
78263,DAS,
78264,DAS,DAS
78266,DAS,DAS
78332,DAS,DAS
78336,DAS,DAS
78340,DAS_EXTENDED,
78343,DAS_EXTENDED,DAS_EXTENDED
78349,,DAS_EXTENDED
78355,DAS_EXTENDED,DAS_EXTENDED
78357,,DAS_EXTENDED
78361,,DAS_EXTENDED
78363,DAS,DAS
78368,DAS_EXTENDED,DAS_EXTENDED
78370,DAS_EXTENDED,DAS_EXTENDED
78372,DAS_EXTENDED,DAS_EXTENDED
78373,DAS,DAS
78377,DAS_EXTENDED,DAS_EXTENDED
78379,DAS_EXTENDED,DAS_EXTENDED
78380,DAS,DAS
78382,DAS,DAS
78383,DAS_EXTENDED,DAS_EXTENDED
78384,DAS_EXTENDED,DAS_EXTENDED
78387,DAS_EXTENDED,
78389,,DAS_EXTENDED
78390,DAS_EXTENDED,DAS_EXTENDED
78393,DAS_EXTENDED,DAS_EXTENDED
78516,DAS,DAS
78537,DAS,DAS
78538,DAS_EXTENDED,DAS_EXTENDED
78541,DAS,DAS
78542,DAS,DAS
78559,DAS,DAS
78560,DAS,DAS
78566,DAS,DAS
78569,DAS_EXTENDED,
78574,DAS,
78578,DAS,DAS
78580,DAS,DAS
78582,DAS_EXTENDED,DAS_EXTENDED
78583,DAS_EXTENDED,
78584,DAS,DAS
78586,DAS,DAS
78595,DAS,
78597,DAS,DAS
78598,,DAS_EXTENDED
78602,DAS,DAS
78605,DAS_EXTENDED,DAS_EXTENDED
78606,DAS_EXTENDED,DAS_EXTENDED
78608,DAS_REMOTE,DAS_EXTENDED
78609,DAS_EXTENDED,
78611,DAS_EXTENDED,DAS_EXTENDED
78612,DAS_EXTENDED,DAS_EXTENDED
78614,DAS_EXTENDED,
78615,DAS_EXTENDED,DAS_EXTENDED
78616,DAS,DAS
78617,DAS,DAS
78619,DAS,DAS
78620,DAS,DAS
78621,DAS,DAS
78622,DAS_EXTENDED,
78623,DAS,DAS
78624,DAS_EXTENDED,DAS_EXTENDED
78629,DAS_EXTENDED,DAS_EXTENDED
78631,DAS_EXTENDED,DAS_EXTENDED
78633,DAS,DAS
78636,DAS_REMOTE,DAS_EXTENDED
78638,DAS_EXTENDED,DAS_EXTENDED
78639,DAS_EXTENDED,DAS_EXTENDED
78642,DAS,DAS
78643,DAS_REMOTE,DAS_EXTENDED
78644,DAS,DAS
78645,DAS,DAS
78648,DAS_EXTENDED,DAS_EXTENDED
78650,,DAS_EXTENDED
78653,DAS,DAS
78654,DAS,DAS
78655,,DAS_EXTENDED
78656,DAS_EXTENDED,DAS_EXTENDED
78657,DAS_EXTENDED,DAS_EXTENDED
78659,DAS_EXTENDED,DAS_EXTENDED
78662,DAS_EXTENDED,DAS_EXTENDED
78669,DAS,DAS
78672,DAS_EXTENDED,DAS_EXTENDED
78674,DAS,
78676,DAS,DAS
78737,DAS,DAS
78801,DAS,DAS
78828,,DAS_EXTENDED
78832,DAS_EXTENDED,DAS_EXTENDED
78834,DAS,DAS
78840,DAS,DAS
78852,DAS_EXTENDED,DAS_EXTENDED
78861,DAS_EXTENDED,DAS_EXTENDED
78870,DAS_EXTENDED,
78872,,DAS_EXTENDED
78873,DAS_REMOTE,
78880,DAS_REMOTE,
78881,DAS_EXTENDED,DAS_EXTENDED
78884,DAS_REMOTE,DAS_EXTENDED
78932,DAS_REMOTE,DAS_EXTENDED
78933,DAS_REMOTE,
78934,DAS_EXTENDED,DAS_EXTENDED
78935,DAS_REMOTE,DAS_EXTENDED
78940,DAS_REMOTE,
78941,DAS_EXTENDED,DAS_EXTENDED
78942,DAS_EXTENDED,DAS_EXTENDED
78943,,DAS_EXTENDED
78945,DAS_EXTENDED,DAS_EXTENDED
78947,DAS_EXTENDED,DAS_EXTENDED
78949,DAS_REMOTE,
78950,,DAS_EXTENDED
78953,DAS_REMOTE,DAS_EXTENDED
78956,DAS_REMOTE,DAS_EXTENDED
78957,DAS_EXTENDED,DAS_EXTENDED
78959,DAS_REMOTE,DAS_EXTENDED
78962,DAS_EXTENDED,DAS_EXTENDED
79007,DAS,DAS
79010,,DAS_EXTENDED
79013,DAS_EXTENDED,
79014,DAS_REMOTE,DAS_EXTENDED
79015,DAS,DAS
79018,,DAS_EXTENDED
79019,,DAS_EXTENDED
79022,DAS_EXTENDED,DAS_EXTENDED
79029,DAS,DAS
79035,DAS_EXTENDED,DAS_EXTENDED
79036,DAS_EXTENDED,DAS_EXTENDED
79039,DAS_EXTENDED,
79040,DAS_REMOTE,DAS_EXTENDED
79041,DAS_EXTENDED,
79042,,DAS_EXTENDED
79043,,DAS_EXTENDED
79044,DAS_EXTENDED,
79045,DAS_EXTENDED,DAS_EXTENDED
79046,DAS_REMOTE,
79052,DAS_EXTENDED,
79053,DAS_EXTENDED,
79057,DAS_REMOTE,
79063,DAS_EXTENDED,
79064,,DAS_EXTENDED
79065,DAS_EXTENDED,DAS_EXTENDED
79068,DAS_EXTENDED,DAS_EXTENDED
79070,DAS_EXTENDED,DAS_EXTENDED
79078,,DAS_EXTENDED
79079,DAS_EXTENDED,DAS_EXTENDED
79081,DAS_EXTENDED,DAS_EXTENDED
79083,DAS_REMOTE,
79084,DAS_EXTENDED,
79086,DAS_EXTENDED,
79088,DAS_EXTENDED,DAS_EXTENDED
79092,DAS_EXTENDED,DAS_EXTENDED
79095,DAS_EXTENDED,DAS_EXTENDED
79096,DAS_EXTENDED,DAS_EXTENDED
79097,DAS_EXTENDED,
79098,,DAS_EXTENDED
79108,DAS,DAS
79201,DAS_EXTENDED,DAS_EXTENDED
79226,DAS_EXTENDED,DAS_EXTENDED
79227,DAS_EXTENDED,
79235,DAS_EXTENDED,
79241,DAS_EXTENDED,
79245,DAS_EXTENDED,
79248,DAS_REMOTE,DAS_EXTENDED
79252,DAS_EXTENDED,DAS_EXTENDED
79255,,DAS_EXTENDED
79261,DAS_EXTENDED,
79311,DAS_EXTENDED,
79313,DAS_EXTENDED,
79316,DAS_EXTENDED,DAS_EXTENDED
79322,DAS_EXTENDED,DAS_EXTENDED
79323,DAS_EXTENDED,DAS_EXTENDED
79324,DAS_REMOTE,DAS_EXTENDED
79325,DAS_EXTENDED,
79329,DAS_EXTENDED,DAS_EXTENDED
79331,DAS_EXTENDED,DAS_EXTENDED
79336,DAS_EXTENDED,DAS_EXTENDED
79339,DAS_EXTENDED,
79345,DAS_REMOTE,
79347,DAS_EXTENDED,DAS_EXTENDED
79355,DAS_EXTENDED,DAS_EXTENDED
79356,DAS_EXTENDED,DAS_EXTENDED
79357,DAS_EXTENDED,DAS_EXTENDED
79358,DAS_EXTENDED,DAS_EXTENDED
79359,DAS_EXTENDED,DAS_EXTENDED
79360,DAS_EXTENDED,DAS_EXTENDED
79363,DAS,DAS
79364,DAS_EXTENDED,DAS_EXTENDED
79369,DAS_EXTENDED,
79370,DAS_EXTENDED,
79371,DAS_EXTENDED,
79372,DAS_EXTENDED,
79373,,DAS_EXTENDED
79381,,DAS_EXTENDED
79501,,DAS_EXTENDED
79502,DAS_EXTENDED,
79504,DAS_EXTENDED,DAS_EXTENDED
79506,DAS_EXTENDED,
79510,DAS_EXTENDED,DAS_EXTENDED
79511,DAS_EXTENDED,
79512,DAS_EXTENDED,DAS_EXTENDED
79520,,DAS_EXTENDED
79521,DAS_EXTENDED,DAS_EXTENDED
79525,DAS_EXTENDED,DAS_EXTENDED
79526,,DAS_EXTENDED
79527,,DAS_EXTENDED
79528,DAS_EXTENDED,DAS_EXTENDED
79529,,DAS_EXTENDED
79530,DAS_EXTENDED,
79536,DAS_EXTENDED,DAS_EXTENDED
79540,,DAS_EXTENDED
79541,DAS_EXTENDED,DAS_EXTENDED
79543,DAS_EXTENDED,
79545,DAS_EXTENDED,DAS_EXTENDED
79546,DAS_EXTENDED,
79547,DAS_EXTENDED,
79549,DAS_EXTENDED,DAS_EXTENDED
79553,DAS_EXTENDED,DAS_EXTENDED
79556,DAS_EXTENDED,DAS_EXTENDED
79560,DAS_EXTENDED,
79561,,DAS_EXTENDED
79562,DAS_EXTENDED,DAS_EXTENDED
79601,DAS,DAS
79602,DAS,DAS
79603,DAS,
79605,DAS,DAS
79606,DAS,DAS
79705,DAS,DAS
79706,DAS,DAS
79707,DAS,DAS
79711,,DAS
79714,DAS_EXTENDED,DAS_EXTENDED
79718,DAS_EXTENDED,DAS_EXTENDED
79719,DAS_EXTENDED,DAS_EXTENDED
79720,DAS_EXTENDED,DAS_EXTENDED
79731,DAS_EXTENDED,DAS_EXTENDED
79734,DAS_REMOTE,DAS_EXTENDED
79735,DAS_EXTENDED,DAS_EXTENDED
79745,DAS_EXTENDED,DAS_EXTENDED
79752,,DAS_EXTENDED
79755,DAS_REMOTE,
79756,DAS_EXTENDED,DAS_EXTENDED
79758,DAS_EXTENDED,DAS_EXTENDED
79764,DAS,DAS
79765,DAS,DAS
79766,DAS,DAS
79772,DAS_REMOTE,DAS_EXTENDED
79778,DAS_REMOTE,
79782,DAS_REMOTE,DAS_EXTENDED
79830,DAS_EXTENDED,DAS_EXTENDED
79834,DAS_EXTENDED,
79836,DAS,DAS
79839,DAS_EXTENDED,
79843,DAS_EXTENDED,
79845,DAS_EXTENDED,DAS_EXTENDED
79849,,DAS
79852,DAS_EXTENDED,DAS_EXTENDED
79855,DAS_EXTENDED,
79911,DAS,DAS
80018,DAS,DAS
80101,DAS_REMOTE,
80102,DAS_EXTENDED,DAS_EXTENDED
80103,DAS_REMOTE,
80105,DAS_EXTENDED,DAS_EXTENDED
80106,DAS_EXTENDED,DAS_EXTENDED
80107,DAS_EXTENDED,DAS_EXTENDED
80116,DAS_EXTENDED,DAS_EXTENDED
80117,DAS_EXTENDED,
80118,DAS_EXTENDED,DAS_EXTENDED
80132,DAS,DAS
80135,DAS_EXTENDED,DAS_EXTENDED
80136,DAS_EXTENDED,DAS_EXTENDED
80137,DAS_EXTENDED,DAS_EXTENDED
80403,DAS,DAS
80421,DAS_EXTENDED,DAS_EXTENDED
80422,DAS_EXTENDED,
80424,DAS_EXTENDED,DAS_EXTENDED
80425,DAS_EXTENDED,
80427,DAS_EXTENDED,
80428,DAS_EXTENDED,
80430,DAS_EXTENDED,
80432,DAS_REMOTE,DAS_EXTENDED
80433,DAS_EXTENDED,DAS_EXTENDED
80434,DAS_REMOTE,
80435,DAS,
80439,DAS_EXTENDED,DAS_EXTENDED
80440,DAS_REMOTE,DAS_EXTENDED
80442,,DAS_EXTENDED
80443,DAS,DAS
80444,DAS_EXTENDED,
80446,DAS_EXTENDED,DAS_EXTENDED
80447,DAS_REMOTE,DAS_EXTENDED
80448,,DAS_EXTENDED
80449,DAS_REMOTE,DAS_EXTENDED
80451,DAS_EXTENDED,DAS_EXTENDED
80452,DAS_EXTENDED,DAS_EXTENDED
80454,DAS,
80456,,DAS_EXTENDED
80457,DAS,
80459,DAS_REMOTE,
80461,DAS_EXTENDED,DAS_EXTENDED
80465,DAS,DAS
80466,DAS_EXTENDED,
80467,DAS_EXTENDED,DAS_EXTENDED
80470,DAS_EXTENDED,DAS_EXTENDED
80478,DAS_EXTENDED,
80480,DAS_REMOTE,DAS_EXTENDED
80481,,DAS_EXTENDED
80483,DAS_EXTENDED,DAS_EXTENDED
80487,DAS_EXTENDED,DAS_EXTENDED
80498,DAS,DAS
80512,DAS_EXTENDED,
80513,DAS,DAS
80514,DAS,DAS
80515,DAS_REMOTE,
80517,DAS,DAS
80530,DAS,DAS
80536,,DAS_EXTENDED
80540,DAS_EXTENDED,DAS_EXTENDED
80542,DAS_EXTENDED,DAS_EXTENDED
80543,DAS,DAS
80544,DAS,
80545,DAS_EXTENDED,DAS_EXTENDED
80549,DAS_EXTENDED,DAS_EXTENDED
80603,DAS,DAS
80610,DAS_EXTENDED,DAS_EXTENDED
80612,DAS_EXTENDED,
80615,DAS,DAS
80621,DAS,DAS
80624,DAS_EXTENDED,
80642,DAS_EXTENDED,DAS_EXTENDED
80643,DAS_REMOTE,
80644,,DAS_EXTENDED
80645,DAS,DAS
80648,,DAS_EXTENDED
80650,DAS_EXTENDED,DAS_EXTENDED
80651,DAS,DAS
80652,DAS_REMOTE,
80653,DAS,
80654,DAS,DAS
80720,DAS_EXTENDED,DAS_EXTENDED
80723,DAS,DAS
80727,,DAS_EXTENDED
80729,DAS_REMOTE,
80734,,DAS_EXTENDED
80736,,DAS_EXTENDED
80737,DAS_EXTENDED,DAS_EXTENDED
80741,DAS_EXTENDED,DAS_EXTENDED
80742,DAS_EXTENDED,
80758,DAS_EXTENDED,DAS_EXTENDED
80759,DAS_EXTENDED,DAS_EXTENDED
80804,DAS_REMOTE,
80805,DAS_REMOTE,
80807,DAS_EXTENDED,
80808,DAS_EXTENDED,DAS_EXTENDED
80810,DAS_EXTENDED,DAS_EXTENDED
80813,DAS_EXTENDED,DAS_EXTENDED
80814,DAS_EXTENDED,DAS_EXTENDED
80816,DAS_REMOTE,DAS_EXTENDED
80818,DAS_REMOTE,
80820,DAS_REMOTE,
80821,DAS_EXTENDED,
80823,,DAS_EXTENDED
80824,DAS_REMOTE,
80825,DAS_REMOTE,DAS_EXTENDED
80827,DAS_REMOTE,
80828,DAS_EXTENDED,DAS_EXTENDED
80831,DAS,DAS
80833,DAS_REMOTE,
80835,,DAS_EXTENDED
80836,DAS_EXTENDED,
80860,DAS_EXTENDED,
80863,DAS_EXTENDED,DAS_EXTENDED
80864,DAS_REMOTE,DAS_EXTENDED
80866,,DAS
80908,DAS,DAS
80925,DAS,DAS
80928,,DAS_EXTENDED
80930,,DAS
80938,,DAS_EXTENDED
81004,DAS,DAS
81005,DAS,DAS
81006,DAS,DAS
81007,DAS,DAS
81019,DAS_REMOTE,DAS_EXTENDED
81020,DAS_REMOTE,
81023,DAS_REMOTE,DAS_EXTENDED
81027,DAS_REMOTE,
81036,,DAS_EXTENDED
81040,DAS_REMOTE,DAS_EXTENDED
81050,DAS_EXTENDED,DAS_EXTENDED
81052,DAS_EXTENDED,DAS_EXTENDED
81054,DAS_EXTENDED,
81055,DAS_EXTENDED,DAS_EXTENDED
81062,DAS_EXTENDED,
81063,DAS_EXTENDED,DAS_EXTENDED
81067,DAS_EXTENDED,DAS_EXTENDED
81069,DAS_REMOTE,
81071,DAS_REMOTE,
81073,DAS_EXTENDED,
81082,DAS_EXTENDED,DAS_EXTENDED
81089,DAS_REMOTE,
81091,DAS_REMOTE,
81092,DAS_EXTENDED,
81101,DAS,DAS
81120,,DAS_EXTENDED
81122,DAS_EXTENDED,DAS_EXTENDED
81125,DAS_EXTENDED,DAS_EXTENDED
81130,DAS_EXTENDED,
81131,DAS_EXTENDED,
81132,DAS_EXTENDED,DAS_EXTENDED
81133,DAS_REMOTE,
81137,DAS_EXTENDED,
81138,DAS_REMOTE,
81143,DAS_REMOTE,
81144,DAS_EXTENDED,DAS_EXTENDED
81147,DAS_EXTENDED,DAS_EXTENDED
81149,,DAS_EXTENDED
81151,DAS_REMOTE,DAS_EXTENDED
81154,DAS_EXTENDED,DAS_EXTENDED
81201,DAS,DAS
81210,DAS_EXTENDED,
81211,DAS_EXTENDED,DAS_EXTENDED
81212,DAS,DAS
81223,DAS_REMOTE,DAS_EXTENDED
81224,DAS_EXTENDED,DAS_EXTENDED
81225,DAS,DAS
81226,DAS,DAS
81230,DAS_EXTENDED,DAS_EXTENDED
81233,DAS_EXTENDED,
81236,DAS_EXTENDED,DAS_EXTENDED
81240,DAS_EXTENDED,DAS_EXTENDED
81241,,DAS_EXTENDED
81244,DAS,
81252,DAS_REMOTE,DAS_EXTENDED
81301,DAS,DAS
81303,DAS_EXTENDED,DAS_EXTENDED
81320,DAS_REMOTE,DAS_EXTENDED
81321,DAS,DAS
81323,DAS_REMOTE,DAS_EXTENDED
81324,DAS_REMOTE,
81326,DAS_EXTENDED,DAS_EXTENDED
81328,DAS_EXTENDED,DAS_EXTENDED
81332,DAS_EXTENDED,
81401,DAS,DAS
81403,DAS_EXTENDED,DAS_EXTENDED
81410,DAS_EXTENDED,DAS_EXTENDED
81413,DAS_EXTENDED,DAS_EXTENDED
81415,DAS_EXTENDED,
81416,DAS,DAS
81418,,DAS_EXTENDED
81419,DAS_EXTENDED,DAS_EXTENDED
81423,DAS_EXTENDED,DAS_EXTENDED
81425,DAS_EXTENDED,DAS_EXTENDED
81426,,DAS_EXTENDED
81427,DAS_EXTENDED,DAS_EXTENDED
81428,DAS_EXTENDED,DAS_EXTENDED
81430,DAS_EXTENDED,
81432,DAS_EXTENDED,
81433,DAS_EXTENDED,DAS_EXTENDED
81435,DAS_EXTENDED,DAS_EXTENDED
81523,DAS_REMOTE,
81524,DAS_EXTENDED,
81525,DAS_EXTENDED,
81526,DAS,DAS
81527,DAS_REMOTE,
81601,DAS,
81602,,DAS
81611,DAS,DAS
81615,DAS,DAS
81620,DAS,DAS
81621,DAS,DAS
81623,DAS,DAS
81624,DAS_REMOTE,DAS_EXTENDED
81625,DAS_EXTENDED,DAS_EXTENDED
81631,DAS,DAS
81632,DAS,DAS
81635,DAS_EXTENDED,DAS_EXTENDED
81637,DAS,DAS
81639,,DAS_EXTENDED
81641,DAS_EXTENDED,DAS_EXTENDED
81642,DAS_EXTENDED,
81643,DAS_EXTENDED,DAS_EXTENDED
81646,,DAS_EXTENDED
81647,DAS_EXTENDED,DAS_EXTENDED
81650,DAS_REMOTE,DAS_EXTENDED
81652,DAS_REMOTE,DAS_EXTENDED
81654,DAS_EXTENDED,DAS_EXTENDED
81656,DAS_EXTENDED,
81657,DAS,DAS
82009,DAS,DAS
82050,,DAS_EXTENDED
82053,DAS_REMOTE,DAS_EXTENDED
82054,DAS_EXTENDED,
82058,,DAS_EXTENDED
82070,DAS_EXTENDED,DAS_EXTENDED
82072,DAS,DAS
82073,DAS_EXTENDED,DAS_EXTENDED
82082,DAS_EXTENDED,DAS_EXTENDED
82083,DAS_REMOTE,
82190,DAS_REMOTE,
82201,DAS_EXTENDED,DAS_EXTENDED
82212,DAS_EXTENDED,
82213,DAS_REMOTE,
82214,DAS_EXTENDED,
82221,DAS_EXTENDED,
82225,DAS_EXTENDED,
82227,,DAS_EXTENDED
82240,DAS_EXTENDED,DAS_EXTENDED
82301,DAS_EXTENDED,DAS_EXTENDED
82323,,DAS_EXTENDED
82327,,DAS_EXTENDED
82329,,DAS_EXTENDED
82331,DAS_EXTENDED,DAS_EXTENDED
82332,DAS_EXTENDED,
82401,DAS_EXTENDED,DAS_EXTENDED
82410,DAS_EXTENDED,
82412,DAS_EXTENDED,
82414,DAS,DAS
82420,,DAS_EXTENDED
82421,DAS_EXTENDED,
82426,DAS_EXTENDED,DAS_EXTENDED
82431,DAS_EXTENDED,DAS_EXTENDED
82435,DAS_EXTENDED,DAS_EXTENDED
82440,,DAS
82442,DAS_REMOTE,DAS_EXTENDED
82443,DAS_EXTENDED,
82450,DAS_EXTENDED,
82501,DAS,DAS
82510,DAS_EXTENDED,
82512,DAS_REMOTE,
82513,DAS_EXTENDED,DAS_EXTENDED
82514,,DAS_EXTENDED
82520,DAS_EXTENDED,DAS_EXTENDED
82601,DAS,DAS
82604,DAS_EXTENDED,DAS_EXTENDED
82633,DAS_EXTENDED,DAS_EXTENDED
82636,DAS,DAS
82637,DAS_EXTENDED,
82644,DAS,
82649,DAS_EXTENDED,DAS_EXTENDED
82701,DAS_REMOTE,DAS_EXTENDED
82716,DAS,DAS
82718,DAS,DAS
82721,DAS_REMOTE,DAS_EXTENDED
82727,DAS_REMOTE,DAS_EXTENDED
82729,DAS_REMOTE,DAS_EXTENDED
82732,DAS_EXTENDED,
82801,DAS,DAS
82832,DAS_EXTENDED,DAS_EXTENDED
82833,,DAS
82834,DAS_EXTENDED,DAS_EXTENDED
82838,DAS_EXTENDED,
82839,DAS_EXTENDED,DAS_EXTENDED
82842,,DAS_EXTENDED
82901,DAS,DAS
82925,DAS_EXTENDED,
82930,DAS_EXTENDED,DAS_EXTENDED
82935,DAS_EXTENDED,DAS_EXTENDED
82937,DAS_EXTENDED,DAS_EXTENDED
82941,DAS_REMOTE,DAS_EXTENDED
83001,DAS,DAS
83014,DAS_EXTENDED,DAS_EXTENDED
83025,,DAS
83101,DAS_EXTENDED,DAS_EXTENDED
83110,DAS_EXTENDED,DAS_EXTENDED
83111,DAS_REMOTE,DAS_EXTENDED
83112,DAS_EXTENDED,DAS_EXTENDED
83113,DAS_REMOTE,DAS_EXTENDED
83114,DAS_EXTENDED,DAS_EXTENDED
83115,DAS_EXTENDED,
83116,DAS_EXTENDED,
83118,DAS_EXTENDED,DAS_EXTENDED
83122,DAS_EXTENDED,
83123,DAS_EXTENDED,
83127,DAS_EXTENDED,DAS_EXTENDED
83128,DAS_EXTENDED,DAS_EXTENDED
83201,DAS,DAS
83202,DAS,DAS
83204,DAS,DAS
83210,DAS_EXTENDED,
83211,DAS_EXTENDED,DAS_EXTENDED
83212,,DAS_EXTENDED
83213,DAS_REMOTE,DAS_EXTENDED
83214,DAS_EXTENDED,
83221,DAS,DAS
83223,DAS_EXTENDED,
83226,DAS_EXTENDED,DAS_EXTENDED
83228,DAS_EXTENDED,
83234,DAS_EXTENDED,DAS_EXTENDED
83235,DAS_REMOTE,
83236,DAS_EXTENDED,
83237,DAS_EXTENDED,
83239,DAS_EXTENDED,
83241,DAS_EXTENDED,DAS_EXTENDED
83245,DAS_EXTENDED,DAS_EXTENDED
83246,DAS_REMOTE,
83250,DAS_REMOTE,DAS_EXTENDED
83251,DAS_EXTENDED,
83252,DAS_EXTENDED,DAS_EXTENDED
83253,DAS_REMOTE,
83254,DAS_EXTENDED,DAS_EXTENDED
83255,DAS_REMOTE,DAS_EXTENDED
83261,DAS_EXTENDED,
83262,DAS_EXTENDED,DAS_EXTENDED
83263,DAS_EXTENDED,DAS_EXTENDED
83271,,DAS_EXTENDED
83274,DAS_EXTENDED,DAS_EXTENDED
83276,DAS_EXTENDED,DAS_EXTENDED
83278,DAS_REMOTE,
83286,DAS_EXTENDED,
83287,DAS_EXTENDED,
83313,DAS_EXTENDED,
83314,DAS_EXTENDED,
83316,DAS_EXTENDED,DAS_EXTENDED
83318,DAS,DAS
83323,DAS_EXTENDED,DAS_EXTENDED
83327,DAS_REMOTE,DAS_EXTENDED
83328,DAS,DAS
83330,DAS_EXTENDED,DAS_EXTENDED
83332,DAS_EXTENDED,DAS_EXTENDED
83333,DAS,DAS
83335,,DAS_EXTENDED
83336,,DAS_EXTENDED
83338,DAS,DAS
83340,DAS,DAS
83341,DAS,DAS
83342,DAS_REMOTE,DAS_EXTENDED
83344,DAS_EXTENDED,
83346,DAS_REMOTE,DAS_EXTENDED
83347,DAS_EXTENDED,DAS_EXTENDED
83348,,DAS_EXTENDED
83349,DAS_EXTENDED,DAS_EXTENDED
83350,DAS_EXTENDED,DAS_EXTENDED
83352,,DAS_EXTENDED
83353,DAS_EXTENDED,
83355,DAS_EXTENDED,DAS_EXTENDED
83401,DAS,DAS
83404,DAS,DAS
83406,DAS,
83420,DAS_EXTENDED,DAS_EXTENDED
83422,DAS,DAS
83423,DAS_EXTENDED,
83427,DAS_EXTENDED,DAS_EXTENDED
83428,DAS_EXTENDED,
83429,DAS_EXTENDED,
83431,DAS_EXTENDED,
83434,DAS_EXTENDED,DAS_EXTENDED
83436,DAS_EXTENDED,DAS_EXTENDED
83440,DAS,DAS
83442,DAS,DAS
83443,,DAS_EXTENDED
83444,DAS_EXTENDED,DAS_EXTENDED
83445,DAS_EXTENDED,
83448,DAS_EXTENDED,
83451,,DAS_EXTENDED
83452,,DAS_EXTENDED
83455,DAS_EXTENDED,
83466,DAS_REMOTE,
83467,DAS_REMOTE,DAS_EXTENDED
83522,,DAS_EXTENDED
83523,DAS_REMOTE,DAS_EXTENDED
83524,DAS_REMOTE,DAS_EXTENDED
83526,DAS_REMOTE,
83530,DAS_EXTENDED,DAS_EXTENDED
83535,DAS_EXTENDED,DAS_EXTENDED
83536,DAS_EXTENDED,DAS_EXTENDED
83537,DAS_REMOTE,
83541,DAS_REMOTE,DAS_EXTENDED
83542,DAS_REMOTE,DAS_EXTENDED
83544,DAS_EXTENDED,DAS_EXTENDED
83545,,DAS_EXTENDED
83546,,DAS_EXTENDED
83547,,DAS_EXTENDED
83549,DAS_EXTENDED,DAS_EXTENDED
83552,DAS_REMOTE,DAS_EXTENDED
83553,,DAS_EXTENDED
83555,DAS_EXTENDED,DAS_EXTENDED
83604,DAS_REMOTE,
83607,DAS,DAS
83610,DAS_REMOTE,DAS_EXTENDED
83611,DAS_EXTENDED,DAS_EXTENDED
83612,DAS_REMOTE,DAS_EXTENDED
83615,DAS_EXTENDED,
83617,DAS_EXTENDED,DAS_EXTENDED
83619,DAS_EXTENDED,DAS_EXTENDED
83622,DAS_REMOTE,DAS_EXTENDED
83626,DAS_EXTENDED,DAS_EXTENDED
83627,DAS_EXTENDED,
83628,DAS_EXTENDED,DAS_EXTENDED
83629,DAS_EXTENDED,DAS_EXTENDED
83631,,DAS_EXTENDED
83632,DAS_EXTENDED,
83634,DAS,DAS
83638,DAS_EXTENDED,DAS_EXTENDED
83639,DAS_EXTENDED,DAS_EXTENDED
83641,DAS_EXTENDED,DAS_EXTENDED
83644,DAS,DAS
83645,DAS_EXTENDED,
83647,DAS_EXTENDED,DAS_EXTENDED
83648,DAS,DAS
83650,DAS_REMOTE,
83654,DAS_EXTENDED,
83655,DAS_EXTENDED,DAS_EXTENDED
83660,DAS_EXTENDED,DAS_EXTENDED
83661,DAS_EXTENDED,DAS_EXTENDED
83670,DAS_REMOTE,DAS_EXTENDED
83672,DAS_EXTENDED,DAS_EXTENDED
83676,DAS_EXTENDED,DAS_EXTENDED
83801,DAS_EXTENDED,DAS_EXTENDED
83802,DAS_REMOTE,
83803,DAS_EXTENDED,DAS_EXTENDED
83804,DAS_EXTENDED,DAS_EXTENDED
83805,DAS_EXTENDED,DAS_EXTENDED
83810,DAS_EXTENDED,
83813,DAS_EXTENDED,DAS_EXTENDED
83823,DAS_REMOTE,
83824,DAS_REMOTE,
83830,DAS_EXTENDED,DAS_EXTENDED
83832,DAS_EXTENDED,DAS_EXTENDED
83833,DAS_EXTENDED,DAS_EXTENDED
83834,DAS_EXTENDED,
83835,DAS,DAS
83837,DAS,DAS
83839,DAS_EXTENDED,DAS_EXTENDED
83843,DAS,DAS
83845,DAS_EXTENDED,DAS_EXTENDED
83849,DAS_EXTENDED,
83850,DAS_EXTENDED,DAS_EXTENDED
83851,DAS_EXTENDED,DAS_EXTENDED
83855,DAS_EXTENDED,
83856,DAS_REMOTE,DAS_EXTENDED
83857,DAS_EXTENDED,
83858,DAS,DAS
83860,DAS_REMOTE,DAS_EXTENDED
83861,DAS_EXTENDED,DAS_EXTENDED
83864,DAS,DAS
83867,DAS_EXTENDED,
83869,DAS_EXTENDED,DAS_EXTENDED
83870,DAS_REMOTE,
83871,DAS_EXTENDED,
83872,DAS_EXTENDED,DAS_EXTENDED
83873,,DAS_EXTENDED
83876,DAS_EXTENDED,DAS_EXTENDED
84001,DAS_EXTENDED,DAS_EXTENDED
84002,DAS_EXTENDED,
84005,DAS,DAS
84006,DAS,
84017,DAS_EXTENDED,DAS_EXTENDED
84021,DAS_EXTENDED,DAS_EXTENDED
84022,DAS_EXTENDED,DAS_EXTENDED
84029,DAS,DAS
84032,DAS_EXTENDED,DAS_EXTENDED
84033,DAS_EXTENDED,
84036,DAS_EXTENDED,DAS_EXTENDED
84038,DAS_EXTENDED,
84044,DAS,DAS
84049,DAS,
84050,DAS_EXTENDED,DAS_EXTENDED
84053,DAS_EXTENDED,
84055,DAS_REMOTE,DAS_EXTENDED
84060,DAS,DAS
84064,DAS_REMOTE,
84066,DAS_EXTENDED,DAS_EXTENDED
84071,DAS_EXTENDED,DAS_EXTENDED
84072,DAS_EXTENDED,
84073,DAS_EXTENDED,
